reviewid,title,artist,label,pub_year,year,genre,score,best_new_music
553,"cripple crow","devendra banhart",xl,2005,2005,folk/country,8.4,1
557,zero-one-infinity,barcelona,march,2000,,electronic/rock,6.7,0
558,"transhuman revolution",barcelona,darla/pulcec,2002,2001,electronic/rock,6.3,0
559,"simon basic",barcelona,march,1999,,electronic/rock,6.6,0
560,"on the ellipse","bardo pond",atp,2003,2003,rock,7.2,0
561,dilate,"bardo pond",matador,2001,,rock,7.5,0
562,"cypher documents i","bardo pond","three lobed",2005,2005,rock,7.8,0
565,paullelujah!,"mc paul barman","coup d'etat",2002,2002,rap,2.0,0
566,"it's very stimulating ep","mc paul barman",wordsound,2000,2000,rap,5.8,0
568,"wouldn't you miss me: the best of...","syd barrett",capitol,2002,2002,experimental/rock,8.5,0
569,"radio one sessions","syd barrett","strange fruit",2004,2004,experimental/rock,6.3,0
570,"duets 2001","robert barry, fred anderson","thrill jockey",2001,2001,experimental/jazz,7.6,0
571,rooty,"basement jaxx",astralwerks,2001,2001,electronic,3.8,0
573,"kish kash","basement jaxx",astralwerks,2003,2003,electronic,9.1,1
574,"the singles","basement jaxx",xl,2005,2005,electronic,9.5,0
575,"rivers & bridges","steffen basho-junghans","strange attractors audio house",2003,2003,rock,7.8,0
576,"the river","william basinski",raster-noton,2003,2003,experimental,8.8,0
577,"the disintegration loops i-iv","william basinski",2062,2004,2003,experimental,9.4,1
580,"the garden of brokenness","william basinski",2062,2006,2006,experimental,7.5,0
583,mecanoid,"pierre bastien",rephlex,2002,2001,experimental/rock,8.6,0
584,"believe it mammals","bats and mice",lovitt,2002,2002,,6.0,0
598,"once we were trees","beachwood sparks","sub pop",2001,2001,rock,6.6,0
599,"make the cowboy robots cry ep","beachwood sparks","sub pop",2002,2002,rock,2.6,0
600,"beachwood sparks","beachwood sparks","sub pop",2000,2000,rock,7.1,0
601,"tired snow ep",beans,zum,2000,2000,rap,5.8,0
602,"crane wars",beans,zum,2001,2001,rap,6.1,0
603,"tomorrow right now",beans,warp,2003,2003,rap,7.1,0
604,"shock city maverick",beans,warp,2004,2004,rap,6.8,0
605,only,beans,"thirsty ear",2006,2006,rap,5.9,0
607,"licensed to ill","beastie boys","def jam",2004,1986/2004,rap/rock,7.8,0
608,"to the 5 boroughs","beastie boys",capitol,2004,2004,rap/rock,7.9,0
609,"solid gold hits","beastie boys",capitol,2005,2005,rap/rock,7.5,0
614,"the unsustainable lifestyle","beauty pill",dischord,2004,2004,metal,5.7,0
616,"stray blues: a collection of b-sides",beck,dgc,2000,2000,rock,7.0,0
617,"sea change",beck,dgc,2002,2002,rock,6.9,0
621,guero,beck,geffen,2005,2005,rock,6.6,0
622,guerolito,beck,interscope,2005,2005,rock,6.2,0
629,storytelling,"belle and sebastian",jeepster/matador,2002,2002,rock,6.5,0
631,"fold your hands child, you walk like a peasant","belle and sebastian",matador,2000,2000,rock,6.7,0
633,"dear catastrophe waitress","belle and sebastian","rough trade",2003,2003,rock,7.5,0
637,"push barman to open old wounds","belle and sebastian",matador,2005,2005,rock,9.2,0
638,"if you're feeling sinister: live at the barbican","belle and sebastian",itunes,2006,2005,rock,9.1,0
639,"the life pursuit","belle and sebastian",matador,2006,2006,rock,8.5,1
640,latenighttales,"belle and sebastian",azuli,2006,2006,rock,6.8,0
641,"snowing sun",bellini,monitor,2002,2002,rock,8.2,0
642,"small stones",bellini,"temporary residence",2005,,rock,7.3,0
644,"whatever and ever amen","ben folds five","caroline/epic/sony 550 music",2005,2005,rock,7.6,0
645,"the unauthorized biography of reinhold messner","ben folds five","sony 550 music",1999,1999,rock,3.3,0
648,myriad,"gregg bendian's interzone",atavistic,2000,2000,,5.8,0
649,"the palace at 4am (part i)","jay bennett, edward burch",undertow,2002,2002,rock,5.6,0
654,"metarie ep","brendan benson and the wellfed boys",startime,2003,2003,,5.9,0
655,lapalco,"brendan benson",startime,2002,2002,rock,7.4,0
656,"one mississippi","brendan benson",virgin,2003,1996/2003,rock,7.9,0
657,"the alternative to love","brendan benson",v2,2005,2005,rock,7.2,0
661,"it's not for you as it is for us","bergheim 34","klang electronik, 2003",2003,,electronic,8.1,0
663,"open, coma","tim berne, herb robertson, copenhagen art ensemble, marc ducret",screwgun,2002,2002,experimental/jazz,8.9,0
664,"the sublime and.","tim berne","thirsty ear",2003,2003,experimental/jazz,8.5,0
665,"acoustic and electric hard cell live","tim berne",screwgun,2004,2004,experimental/jazz,7.8,0
667,"to you alone ep","the beta band",regal,2000,2000,rock,8.5,0
669,"hot shots ii","the beta band",astralwerks,2001,2001,rock,8.6,0
671,"heroes to zeros","the beta band",astralwerks,2004,2004,rock,6.9,0
672,"the best of the beta band","the beta band",astralwerks,2005,2005,rock,7.2,0
673,"private suit","bettie serveert",parasol,2000,,rock,4.9,0
674,"log 22","bettie serveert","hidden agenda",2003,2003,rock,2.9,0
676,attagirl,"bettie serveert","minty fresh",2005,2005,rock,4.0,0
677,yoko,beulah,velocette,2003,2003,rock,6.8,0
678,"when your heartstrings break",beulah,"sugar free",1999,1999,rock,8.3,0
680,"the coast is never clear",beulah,velocette,2001,2001,rock,6.6,0
681,"where leaves block the sun",bevel,jagjaguwar,2001,2002,electronic/rock,7.0,0
682,"valedictory songs","the bevis frond",rubric/woronzow,2000,,rock,6.9,0
683,triptych,"the bevis frond",rubric,2002,1988/2001,rock,7.3,0
684,"live at the great american music hall, san francisco","the bevis frond",flydaddy,1999,,rock,7.5,0
685,"new river head","the bevis frond",reckless,2003,1991/2003,rock,9.1,0
686,"london stone","the bevis frond",woronzow,2005,1992/2005,rock,6.8,0
687,"the big ka-boom","jello biafra","alternative tentacles",2002,2002,metal/rock,5.0,0
688,"never breathe what you can't see","jello biafra, melvins","alternative tentacles",2004,2004,metal/rock,7.3,0
691,"split ep","big'n, oxes","box factory",2000,2000,experimental/metal/rock,7.8,0
692,"summer winners/summer losers",bikeride,"hidden agenda",2000,2000,pop/r&b,6.0,0
693,"morning macumba",bikeride,"hidden agenda",2003,2002,pop/r&b,7.9,0
696,"the big dig","billy mahonie","beggars banquet/too pure",2000,,rock,6.5,0
697,"more revery ep","bonny billy","temporary residence",2001,2001,,8.0,0
698,"master and everyone","bonnie prince billy","drag city/palace",2003,2003,folk/country,6.0,0
699,"i see a darkness","bonnie prince billy",palace,1999,1999,folk/country,10.0,0
700,"get on jolly ep","bonnie prince billy, marquis de tren",palace,2000,2000,folk/country,7.0,0
701,"ease down the road","bonnie prince billy",palace,2001,2001,folk/country,7.9,0
702,"greatest palace music","bonnie prince billy","drag city",2004,2004,folk/country,5.0,0
703,superwolf,"bonnie ""prince"" billy and matt sweeney","drag city",2005,2005,,8.4,1
704,"summer in the southeast","bonnie prince billy","sea note",2005,2005,folk/country,7.1,0
705,"the brave and the bold","tortoise, bonnie prince billy",overcoat,2006,2006,experimental/folk/country/rock,5.4,0
707,"lubricate your living-room",bionaut,matador,2001,2001,,5.2,0
709,shenzhou,biosphere,touch,2002,2002,experimental,7.8,0
710,"autour de la lune",biosphere,touch,2004,2004,experimental,7.8,0
713,"weather systems","andrew bird","righteous babe/wegawam music co.",2003,2003,rock,8.3,0
714,"andrew bird & the mysterious production of eggs","andrew bird","righteous babe",2005,2005,rock,8.3,0
715,"songs from willipa bay",birddog,"happy happy birthday to me",2003,2003,rock,6.0,0
716,"let me in","bobby birdman",hush,2002,2001,rock,7.5,0
717,"born free forever","bobby birdman",hush,2003,2003,rock,3.3,0
718,"afternoon tales the morning never knew",birdwatcher,"arena rock",2002,2002,,6.1,0
722,"social dancing",bis,"grand royal",1999,,pop/r&b,5.1,0
724,"music for a stranger world ep",bis,lookout!,2000,,pop/r&b,2.2,0
725,intendo,bis,"grand royal",1999,,pop/r&b,7.5,0
726,"bitter, bitter weeks","bitter, bitter weeks","my pal god",2003,2003,electronic/rock,7.0,0
727,vespertine,bjrk,elektra,2001,2001,electronic/pop/r&b,7.2,0
729,selmasongs,bjrk,elektra,2000,2000,electronic/pop/r&b,7.4,0
737,medulla,bjrk,elektra,2004,2004,electronic/pop/r&b,8.4,1
738,"army of me: remixes and covers","various artists","one little indian",2005,2005,,3.8,0
739,"drawing restraint 9",bjrk,"one little indian",2005,2005,electronic/pop/r&b,7.0,0
740,"the worst of...","black box recorder",jetset,2001,2001,pop/r&b,7.3,0
741,passionoia,"black box recorder","one little indian",2003,2003,pop/r&b,8.1,0
742,"the facts of life","black box recorder",jetset,2000,2000,pop/r&b,7.3,0
743,"england made me","black box recorder",jetset,1999,1999,pop/r&b,6.2,0
744,"hands in the estuary, torso in the lake","black cat music",lookout!,2002,2001,,8.3,0
745,"lost valley ep","black dice",tigerbeat6,2002,2002,experimental/rock,7.0,0
746,"cone toaster 12""","black dice",dfa,2003,2003,experimental/rock,8.0,0
748,"beaches and canyons","black dice",dfa,2002,2002,experimental/rock,8.5,0
749,"wolf eyes & black dice","wolf eyes & black dice",fusetron,2003,2003,,7.4,0
750,"miles of smiles ep","black dice",dfa,2004,2004,experimental/rock,7.9,0
751,"creature comforts","black dice",dfa,2004,2004,experimental/rock,8.0,0
752,"broken ear record","black dice",astralwerks/dfa,2005,2005,experimental/rock,8.1,0
753,"unsavoury products","black dog and black sifichi","hydrogen dukebox",2002,2002,,8.7,0
755,"it's the black-eyed snakes","black-eyed snakes","chairkickers union",2002,2001,rock,7.5,0
756,"rise up!","black-eyed snakes","chairkickers union",2003,2003,rock,7.9,0
757,"black eyes","black eyes",dischord,2003,2003,electronic/experimental/metal/rock,7.9,0
758,cough,"black eyes",dischord,2004,2004,electronic/experimental/metal/rock,6.9,0
762,three,"the black heart procession","touch and go",2000,2000,rock,7.8,0
763,"amore del tropico","the black heart procession","touch and go",2002,2002,rock,7.9,0
765,"in the fishtank 11","the black heart procession, solbakken","konkurrent/touch and go",2004,2004,rock,7.8,0
766,thickfreakness,"the black keys","fat possum",2003,2003,rock,7.7,0
767,"rubber factory","the black keys","fat possum",2004,2004,rock,8.3,0
769,"converted thieves","black lipstick",peek-a-boo,2003,2003,rock,7.5,0
770,"sincerely, black lipstick","black lipstick",peek-a-boo,2005,2005,rock,7.0,0
771,"take them on, on your own","black rebel motorcycle club",virgin,2003,2003,electronic/rock,6.9,0
773,howl,"black rebel motorcycle club",rca,2005,2005,electronic/rock,7.0,0
775,"greatest hits 1970-1978","black sabbath",rhino/wea,2006,2006,metal/rock,6.2,0
777,"show me your tears","frank black & the catholics",spinart,2003,2003,rock,5.4,0
779,oddballs,"frank black",emusic,2000,2000,rock,5.2,0
781,"dog in the sand","frank black & the catholics","what are",2001,2001,rock,7.8,0
783,"'black letter days' and 'devil's workshop'","frank black & the catholics",spinart,2002,2002,rock,6.9,0
784,"frank black francis","frank black",spinart,2004,2004,rock,7.4,0
785,honeycomb,"frank black","back porch",2005,2005,rock,6.0,0
786,splay,"jim black","winter & winter",2002,2002,jazz,7.5,0
787,"blazing arrow",blackalicious,mca,2002,2002,rap,9.3,0
788,"the craft",blackalicious,anti-,2005,2005,rap,7.4,0
789,"god bless the blake babies","blake babies",rounder/zoe,2001,,rock,6.9,0
793,move,"blanket music",hush,2002,2002,rock,7.8,0
794,"cultural norms","blanket music",hush,2005,2004,rock,7.8,0
795,"clothes your i's","karl blau",knw-yr-own,2003,2003,folk/country,8.0,0
796,"i heart presets ep","kevin blechdom",tigerbeat6,2002,2002,electronic,6.8,0
797,"bitches without britches","kevin blechdom","chicks on speed",2004,2003,electronic,7.5,0
798,"haus de snaus","blectum from blechdom",tigerbeat6,2001,2001,electronic,7.5,0
801,"we walk the young earth","the blithe sons","family vineyard",2003,2003,experimental/rock,8.4,0
802,"arm of the starfish","the blithe sons","family vineyard",2004,2004,experimental/rock,7.8,0
803,"mobius fuse","olivia block",sedimental,2001,2001,electronic,9.3,0
804,"melody of certain damaged lemons","blonde redhead","touch and go",2000,2000,rock,7.8,0
805,"melodie citronique ep","blonde redhead","touch and go",2000,2000,rock,5.0,0
807,"misery is a butterfly","blonde redhead",4ad,2004,2004,rock,7.9,0
809,crimes,"the blood brothers",v2,2004,2004,,7.5,0
810,"bloodthirsty lovers","the bloodthirsty lovers",frenchkiss,2003,2003,rock,6.8,0
811,"the delicate seam","the bloodthirsty lovers",frenchkiss,2004,2004,rock,7.0,0
812,"bonus album","the blow",k,2002,2002,pop/r&b,6.0,0
813,"everyday examples of humans facing straight into the blow","the blow",k,2005,2005,pop/r&b,6.0,0
823,"the apology wars","blueline medic","fueled by ramen",2001,2001,rock,7.0,0
824,"blues goblins","blues goblins",off,2003,2003,rock,4.5,0
826,ankern,"f.s. blumm",staubgold,2003,2002,electronic,7.0,0
827,"zweite meer","f.s. blumm",morr,2005,2005,electronic,6.9,0
828,"think tank",blur,virgin,2003,2003,rock,9.0,0
830,"the best of blur",blur,food/parlophone/virgin,2000,2000,rock,8.6,0
831,13,blur,virgin,1999,1999,rock,9.1,0
833,twoism,"boards of canada",music70,2003,1995/2002,electronic,7.0,0
835,"in a beautiful place out in the country ep","boards of canada",warp,2000,2000,electronic,8.9,0
837,geogaddi,"boards of canada",warp,2002,2002,electronic,8.6,0
838,"music has the right to children","boards of canada",warp,2004,1998/2004,electronic,10.0,0
839,"the campfire headphase","boards of canada",warp,2005,2005,electronic,7.6,0
840,mansion,boas,overcoat,2003,2002,electronic/pop/r&b,6.5,0
846,"the body lovers/the body haters","the body lovers/the body haters","young god",2005,2005,,7.3,0
847,"we are the boggs we are","the boggs","arena rock",2002,2002,electronic/rock,5.7,0
853,"animal magic",bonobo,"ninja tune",2002,2002,electronic/jazz,7.6,0
854,"thought for food","the books",tomlab,2002,2002,experimental/rock,9.0,0
855,"the lemon of pink","the books",tomlab,2003,2003,experimental/rock,8.4,1
856,"lost and safe","the books",tomlab,2005,2005,experimental/rock,7.0,0
857,"music for a french elevator","the books",self-released,2006,2006,experimental/rock,7.2,0
858,"seed to sun","boom bip",lex,2002,2002,electronic/rap,7.3,0
859,corymb,"boom bip",lex,2004,2004,electronic/rap,7.4,0
860,"blue eyed in the red room","boom bip",lex,2005,2005,electronic/rap,7.5,0
862,"boom box 2000","boom box 2000","orange twin",2002,2002,rap,2.4,0
863,"vision creation newsun",boredoms,"warner bros.",2000,,experimental,7.9,0
865,"rebore, vol. 0: vision recreation",boredoms,wea,2001,2001,experimental,8.4,0
872,helene,"mark borthwick, trevor holland","temporary residence",2002,2002,,4.0,0
873,"bosco and jorge","bosco and jorge",explain,2001,2001,folk/country,6.9,0
874,"ally in the sky","bosco and jorge",sixgunlover,2003,2002,folk/country,6.9,0
876,"an anthology of dead ends ep",botch,"hydra head",2002,2002,metal,4.5,0
880,reality,"david bowie",sony,2003,2003,rock,7.3,0
881,hours,"david bowie",virgin,1999,1999,rock,4.7,0
882,heathen,"david bowie",columbia/iso,2002,2002,rock,7.8,0
891,blush,bows,"beggars banquet/too pure",1999,,electronic,8.0,0
892,"two brothers","boxhead ensemble",atavistic/truckstop,2002,2001,electronic/rock,8.9,0
894,"the faces all look on",boxstep,overcoat,2001,,electronic/rock,6.3,0
896,"up, up, down, down, left, right, left, right, b, a, select, start",boylion,moc,2001,2001,,3.5,0
898,"to get a better hold you've got to loosen yr grip",boyracer,555,2003,2002,rock,8.5,0
899,happenstance,boyracer,"happy happy birthday to me",2004,2004,rock,7.0,0
902,"mermaid avenue, vol. ii","billy bragg, wilco",elektra,2000,2000,rock,6.3,0
904,"volume 1","billy bragg","yep roc",2006,2006,rock,7.4,0
905,"movie music, volumes one and two",braid,polyvinyl,2000,,metal/rock,4.3,0
909,"the ascension","glenn branca",acute,2003,2003,experimental/rock,10.0,0
910,"lesson no. 1","glenn branca",99,2004,1980/2004,experimental/rock,8.7,0
912,"single crown postcard",brando,"mr. whiggs/recordhead",2002,2002,rock,6.8,0
913,"the headless horseman is a preacher",brando,recordhead/smokeylung,2001,2001,rock,7.5,0
917,"gettin' wise",brassy,beggars/wiiija,2004,2003,pop/r&b,2.0,0
919,"girls get busy",bratmobile,lookout!,2002,2002,rock,4.9,0
921,"history that has no effect","tyondai braxton",jmz,2002,2002,electronic,8.7,0
923,"title tk","the breeders",4ad/elektra,2002,2002,experimental/rock,7.4,0
927,"bravery, repetition and noise","the brian jonestown massacre",bomp,2002,2001,rock,5.8,0
928,"and this is our music","the brian jonestown massacre","tee pee",2004,2003,rock,7.8,0
929,"tepid peppermint wonderland: a retrospective","the brian jonestown massacre","tee pee",2004,2004,rock,6.5,0
932,ii,"bride of no no",atavistic,2003,2003,experimental/rock,7.2,0
935,"bells break their towers",bright,"strange attractors audio house",2006,2005,electronic/rock,7.2,0
936,"there is no beginning to the story ep","bright eyes","saddle creek",2002,2002,rock,7.4,0
937,"lifted, or, the story is in the soil, keep your ear to the ground","bright eyes","saddle creek",2002,2002,rock,7.7,0
940,"home: split ep series vol. iv","bright eyes, britt daniel",post-parlo,2002,2002,rock,7.9,0
941,"fevers and mirrors","bright eyes","saddle creek",2000,2000,rock,5.4,0
942,"every day and every night ep","bright eyes","saddle creek",1999,1999,rock,7.2,0
945,"motion sickness","bright eyes","team love",2005,2005,rock,7.0,0
946,"the noise made by people",broadcast,warp,2000,2000,electronic,7.8,0
947,"haha sound",broadcast,warp,2003,2003,electronic,8.2,0
